,age_avg,bra_id,cidade,cnae_id,distance,ibge_id,instituicao,num_emp,num_emp_growth,num_emp_growth_5,num_est,num_jobs,opp_gain,rca,wage,wage_avg,wage_growth,wage_growth_5,year,industry_section,industry_class
3922,30.042,4mg030007,Ibirite,56112,0.812,3129806,IFMG,24,0.6,None,6,24,-0.039,0.164,6368.07,265.34,0.436,None,2003,Alojamento e Alimentação,Restaurantes
3923,32.148,4mg050204,Janauba,56112,0.7240000000000001,3135100,IFNMG,27,-0.069,None,7,27,0.23800000000000002,0.323,7275.94,269.48,0.022,None,2003,Alojamento e Alimentação,Restaurantes
3924,33.032,4mg110508,Rio Pomba,56112,0.778,3155801,IFSudeste,31,0.148,None,12,31,0.09300000000000001,1.331,10738.34,346.40,0.705,None,2003,Alojamento e Alimentação,Restaurantes
3925,33.929,4mg030208,Ouro Branco,56112,0.955,3145901,IFMG,42,0.024,None,21,42,-0.335,0.146,13643.79,324.85,0.458,None,2003,Alojamento e Alimentação,Restaurantes
3926,32.326,4mg070809,Muzambinho,56112,0.7809999999999999,3144102,IFSUL,43,-0.157,None,16,43,0.10800000000000001,1.008,11222.80,261.00,0.055,None,2003,Alojamento e Alimentação,Restaurantes
3927,28.059,4mg070407,Inconfidentes,56112,0.89,3130606,IFSUL,17,1.833,None,5,17,-0.138,1.098,5495.57,323.27,2.3,None,2003,Alojamento e Alimentação,Restaurantes
3928,33.151,4mg060405,Piumhi,56112,0.752,3151503,IFMG,53,0.019,None,9,53,0.17300000000000001,1.136,16876.64,318.43,0.108,None,2003,Alojamento e Alimentação,Restaurantes
3929,35.77,4mg070008,Machado,56112,0.8190000000000001,3139003,IFSUL,61,0.848,None,16,61,0.003,0.753,19381.10,317.72,1.518,None,2003,Alojamento e Alimentação,Restaurantes
3930,31.061,4mg030016,Ribeirao das Neves,56112,0.825,3154606,IFMG,66,-0.029,None,16,66,-0.031,0.345,18597.71,281.78,0.077,None,2003,Alojamento e Alimentação,Restaurantes
3931,32.577,4mg060200,Arcos,56112,0.8029999999999999,3104205,IFMG,71,1.029,None,9,71,0.016,0.712,18948.76,266.88,1.362,None,2003,Alojamento e Alimentação,Restaurantes
3932,30.447,4mg040002,Joao Pinheiro,56112,0.794,3136306,IFTM,76,0.407,None,16,76,0.1,1.282,24571.88,323.31,0.73,None,2003,Alojamento e Alimentação,Restaurantes
3933,35.15,4mg110129,Santos Dumont,56112,0.71,3160702,IFSudeste,105,-0.087,None,36,107,0.228,1.4,30971.16,289.45,0.091,None,2003,Alojamento e Alimentação,Restaurantes
3934,30.678,4mg020302,Diamantina,56112,0.7609999999999999,3121605,IFNMG,115,0.018,None,30,115,0.147,1.52,33657.45,292.67,0.176,None,2003,Alojamento e Alimentação,Restaurantes
3935,35.475,4mg060203,Formiga,56112,0.7090000000000001,3126109,IFMG,121,-0.055,None,31,122,0.213,0.896,38316.45,314.07,0.084,None,2003,Alojamento e Alimentação,Restaurantes
3936,32.5,4mg030019,Santa Luzia,56112,0.8170000000000001,3157807,IFMG,130,0.226,None,35,130,-0.054000000000000006,0.393,37418.59,287.84,0.385,None,2003,Alojamento e Alimentação,Restaurantes
3937,34.877,4mg030202,Congonhas,56112,0.8029999999999999,3118007,IFMG,130,-0.116,None,33,130,0.009000000000000001,1.103,35322.16,271.71,0.012,None,2003,Alojamento e Alimentação,Restaurantes
3938,30.263,4mg050611,Salinas,56112,0.847,3157005,IFNMG,57,0.39,None,11,57,-0.034,1.262,15760.45,276.50,0.766,None,2003,Alojamento e Alimentação,Restaurantes
3939,34.583,4mg060400,Bambui,56112,0.794,3105103,IFMG,12,-0.294,None,4,12,0.08800000000000001,0.307,2961.72,246.81,-0.189,None,2003,Alojamento e Alimentação,Restaurantes
3940,32.818,4mg060300,Bom Sucesso,56112,0.856,3108008,IFSudeste,11,0.222,None,4,11,-0.027999999999999997,0.427,2732.92,248.45,0.087,None,2003,Alojamento e Alimentação,Restaurantes
3941,21.0,4mg070703,Carmo de Minas,56112,0.885,3114105,IFSUL,7,0.4,None,4,7,-0.113,0.321,1765.80,252.26,0.61,None,2003,Alojamento e Alimentação,Restaurantes
3942,30.979,4mg080306,Patos de Minas,56112,0.59,3148004,IFTM,387,None,None,67,388,0.45899999999999996,1.286,115372.25,297.35,None,None,2002,Alojamento e Alimentação,Restaurantes
3943,31.658,4mg070915,Varginha,56112,0.7140000000000001,3170701,CEFET,405,None,None,109,406,0.15,0.901,115124.27,283.56,None,None,2002,Alojamento e Alimentação,Restaurantes
3944,33.353,4mg090112,Teofilo Otoni,56112,0.664,3168606,IFNMG,414,None,None,69,414,0.341,1.989,102682.06,248.02,None,None,2002,Alojamento e Alimentação,Restaurantes
3945,33.309,4mg030503,Ouro Preto,56112,0.856,3146107,IFMG,455,None,None,73,457,-0.083,1.472,120298.89,263.24,None,None,2002,Alojamento e Alimentação,Restaurantes
3946,30.832,4mg030001,Betim,56112,0.8959999999999999,3106705,IFMG,483,None,None,87,483,-0.261,0.25,129280.31,267.66,None,None,2002,Alojamento e Alimentação,Restaurantes
3947,33.097,4mg000002,Barbacena,56112,0.735,3105608,IFSudeste,520,None,None,104,526,0.17800000000000002,1.396,136322.97,259.17,None,None,2002,Alojamento e Alimentação,Restaurantes
3948,32.191,4mg060103,Divinopolis,56112,0.607,3122306,CEFET,584,None,None,98,587,0.369,1.045,169893.89,289.43,None,None,2002,Alojamento e Alimentação,Restaurantes
3949,32.525,4mg070514,Pouso Alegre,56112,0.682,3152501,IFSUL,634,None,None,128,636,0.23800000000000002,1.782,199521.98,313.71,None,None,2002,Alojamento e Alimentação,Restaurantes
3950,31.072,4mg050413,Montes Claros,56112,0.631,3143302,IFNMG,791,None,None,148,792,0.35600000000000004,1.131,206590.97,260.85,None,None,2002,Alojamento e Alimentação,Restaurantes
3951,32.843,4mg070411,Pocos de Caldas,56112,0.642,3151800,IFSUL,800,None,None,150,820,0.307,1.529,250365.00,305.32,None,None,2002,Alojamento e Alimentação,Restaurantes
3952,31.2,4mg100404,Ipatinga,56112,0.8190000000000001,3131307,IFMG,953,None,None,162,953,-0.047,0.865,245230.43,257.33,None,None,2002,Alojamento e Alimentação,Restaurantes
3953,31.195,4mg080505,Uberaba,56112,0.627,3170107,IFTM,1127,None,None,177,1128,0.35100000000000003,1.348,397297.71,352.21,None,None,2002,Alojamento e Alimentação,Restaurantes
3954,31.094,4mg100209,Governador Valadares,56112,0.615,3127701,IFMG,1187,None,None,186,1192,0.38,1.886,312264.45,261.97,None,None,2002,Alojamento e Alimentação,Restaurantes
3955,30.82,4mg030005,Contagem,56112,0.659,3118601,CEFET,1587,None,None,266,1587,0.10800000000000001,0.734,463249.93,291.90,None,None,2002,Alojamento e Alimentação,Restaurantes
3956,30.115,4mg080609,Uberlandia,56112,0.556,3170206,IFTM,2225,None,None,268,2226,0.444,1.339,806727.63,362.41,None,None,2002,Alojamento e Alimentação,Restaurantes
3957,32.431,4mg110111,Juiz de Fora,56112,0.6609999999999999,3136702,IFSudeste,2968,None,None,568,2978,0.23,1.841,965008.23,324.05,None,None,2002,Alojamento e Alimentação,Restaurantes
3958,30.699,4mg030000,Belo Horizonte,56112,0.8240000000000001,3106200,IFMG,23168,None,None,2656,23264,-0.09,0.956,7081111.33,304.38,None,None,2002,Alojamento e Alimentação,Restaurantes
3959,35.25,4mg100311,Sao Joao Evangelista,56112,0.915,3162807,IFMG,4,0.0,None,2,4,-0.172,0.233,980.00,245.00,0.148,None,2003,Alojamento e Alimentação,Restaurantes
3960,37.8,4mg040100,Arinos,56112,0.894,3104502,IFNMG,5,-0.167,None,4,5,-0.109,0.59,2209.88,441.98,0.712,None,2003,Alojamento e Alimentação,Restaurantes
3961,40.5,4mg080100,Campina Verde,56112,0.818,3111101,IFTM,6,-0.25,None,4,6,0.052000000000000005,0.207,1527.05,254.51,-0.133,None,2003,Alojamento e Alimentação,Restaurantes
3962,39.429,4mg000107,Nepomuceno,56112,0.846,3144607,CEFET,7,0.4,None,4,7,-0.019,0.204,1788.40,255.49,0.36,None,2003,Alojamento e Alimentação,Restaurantes
3963,34.247,4mg070913,Tres Coracoes,56112,0.773,3169307,IFSUL,288,None,None,56,288,0.078,1.429,84335.95,292.83,None,None,2002,Alojamento e Alimentação,Restaurantes
3964,32.81,4mg110111,Juiz de Fora,56112,0.667,3136702,IFSudeste,3320,0.069,None,606,3344,0.22399999999999998,1.945,1360101.60,406.73,0.16,None,2004,Alojamento e Alimentação,Restaurantes
3965,28.0,4mg050210,Porteirinha,56112,0.86,3152204,IFNMG,1,-0.667,None,1,1,-0.034,0.045,230.00,230.00,-0.613,None,2003,Alojamento e Alimentação,Restaurantes
3966,35.58,4mg110002,Cataguases,56112,0.779,3115300,IFSudeste,181,0.168,0.025,46,181,0.083,0.709,79947.22,441.70,0.306,0.156,2007,Alojamento e Alimentação,Restaurantes
3967,31.363,4mg100404,Ipatinga,56112,0.7959999999999999,3131307,IFMG,1265,0.106,None,228,1266,0.013000000000000001,0.914,524285.32,414.13,0.265,None,2006,Alojamento e Alimentação,Restaurantes
3968,32.809,4mg080505,Uberaba,56112,0.623,3170107,IFTM,1426,0.048,None,208,1427,0.395,1.4,779094.63,545.97,0.179,None,2006,Alojamento e Alimentação,Restaurantes
3969,31.354,4mg100209,Governador Valadares,56112,0.609,3127701,IFMG,1700,0.11,None,261,1705,0.381,2.214,717453.46,420.79,0.257,None,2006,Alojamento e Alimentação,Restaurantes
3970,31.133,4mg030005,Contagem,56112,0.687,3118601,CEFET,2430,0.193,None,342,2438,0.107,0.82,1126853.79,462.20,0.35,None,2006,Alojamento e Alimentação,Restaurantes
3971,31.257,4mg080609,Uberlandia,56112,0.608,3170206,IFTM,2856,0.041,None,347,2867,0.345,1.229,1531347.72,534.13,0.133,None,2006,Alojamento e Alimentação,Restaurantes
3972,32.864,4mg110111,Juiz de Fora,56112,0.6559999999999999,3136702,IFSudeste,3866,0.034,None,661,3884,0.223,1.929,1786670.04,460.01,0.094,None,2006,Alojamento e Alimentação,Restaurantes
3973,31.306,4mg030000,Belo Horizonte,56112,0.794,3106200,IFMG,25589,0.031,None,2858,25737,-0.032,0.91,12107464.66,470.43,0.145,None,2006,Alojamento e Alimentação,Restaurantes
3974,52.0,4mg100311,Sao Joao Evangelista,56112,0.9059999999999999,3162807,IFMG,1,0.0,-0.242,1,1,-0.114,0.047,372.50,372.50,0.104,-0.153,2007,Alojamento e Alimentação,Restaurantes
3975,29.5,4mg050210,Porteirinha,56112,0.855,3152204,IFNMG,4,-0.333,0.059,3,4,0.006,0.132,1511.10,377.78,-0.258,0.205,2007,Alojamento e Alimentação,Restaurantes
3976,33.17,4mg050413,Montes Claros,56112,0.639,3143302,IFNMG,1092,0.142,None,177,1094,0.349,1.264,465310.49,425.33,0.288,None,2006,Alojamento e Alimentação,Restaurantes
3977,35.0,4mg040100,Arinos,56112,0.853,3104502,IFNMG,9,0.286,0.084,4,9,0.02,0.674,4224.20,469.36,0.363,0.268,2007,Alojamento e Alimentação,Restaurantes
3978,25.769,4mg070703,Carmo de Minas,56112,0.903,3114105,IFSUL,13,0.182,0.211,6,13,-0.113,0.44,4974.10,382.62,0.245,0.353,2007,Alojamento e Alimentação,Restaurantes
3979,29.062,4mg070407,Inconfidentes,56112,0.922,3130606,IFSUL,16,-0.333,0.217,4,16,-0.18,0.825,7773.27,485.83,-0.26,0.361,2007,Alojamento e Alimentação,Restaurantes
3980,39.045,4mg000107,Nepomuceno,56112,0.83,3144607,CEFET,22,1.444,0.345,8,22,0.052000000000000005,0.656,11870.26,539.56,1.494,0.553,2007,Alojamento e Alimentação,Restaurantes
3981,33.409,4mg060400,Bambui,56112,0.8290000000000001,3105103,IFMG,22,0.158,0.053,6,22,0.042,0.461,10094.44,458.84,0.311,0.225,2007,Alojamento e Alimentação,Restaurantes
3982,34.885,4mg060300,Bom Sucesso,56112,0.8809999999999999,3108008,IFSudeste,26,-0.297,0.236,10,26,-0.052000000000000005,0.629,10216.76,392.95,-0.232,0.324,2007,Alojamento e Alimentação,Restaurantes
3983,32.906,4mg020100,Aracuai,56112,0.7879999999999999,3103405,IFNMG,32,1.462,0.238,13,32,0.142,0.762,12682.87,396.34,1.672,0.393,2007,Alojamento e Alimentação,Restaurantes
3984,35.121,4mg030007,Ibirite,56112,0.847,3129806,IFMG,33,-0.154,0.171,7,33,-0.061,0.132,12675.85,384.12,-0.216,0.234,2007,Alojamento e Alimentação,Restaurantes
3985,31.294,4mg050204,Janauba,56112,0.75,3135100,IFNMG,34,-0.244,0.032,10,34,0.20600000000000002,0.255,13632.40,400.95,-0.187,0.139,2007,Alojamento e Alimentação,Restaurantes
3986,31.639,4mg050305,Januaria,56112,0.7929999999999999,3135209,IFNMG,36,-0.027,0.076,14,36,0.115,0.522,13833.48,384.26,0.072,0.213,2007,Alojamento e Alimentação,Restaurantes
3987,31.1,4mg080100,Campina Verde,56112,0.883,3111101,IFTM,10,0.0,0.046,3,10,-0.077,0.19,3762.82,376.28,0.323,0.164,2007,Alojamento e Alimentação,Restaurantes
3988,32.086,4mg060103,Divinopolis,56112,0.611,3122306,CEFET,908,0.182,None,145,974,0.337,1.375,456432.87,468.62,0.492,None,2006,Alojamento e Alimentação,Restaurantes
3989,32.145,4mg070411,Pocos de Caldas,56112,0.684,3151800,IFSUL,838,-0.083,None,149,839,0.237,1.261,396074.93,472.08,0.095,None,2006,Alojamento e Alimentação,Restaurantes
3990,31.127,4mg030001,Betim,56112,0.892,3106705,IFMG,762,0.264,None,109,762,-0.228,0.309,323343.36,424.34,0.38,None,2006,Alojamento e Alimentação,Restaurantes
3991,36.438,4mg030202,Congonhas,56112,0.866,3118007,IFMG,208,0.112,None,45,208,-0.069,1.316,95510.37,459.18,0.368,None,2006,Alojamento e Alimentação,Restaurantes
3992,33.678,4mg050505,Pirapora,56112,0.785,3151206,IFNMG,214,0.092,None,28,214,0.126,1.654,91462.41,427.39,0.282,None,2006,Alojamento e Alimentação,Restaurantes
3993,33.452,4mg110515,Uba,56112,0.7020000000000001,3169901,IFSudeste,248,0.122,None,61,248,0.213,0.959,110856.55,447.00,0.3,None,2006,Alojamento e Alimentação,Restaurantes
3994,34.639,4mg080408,Patrocinio,56112,0.711,3148103,IFTM,252,0.248,None,43,252,0.264,1.235,118508.03,470.27,0.536,None,2006,Alojamento e Alimentação,Restaurantes
3995,33.387,4mg030018,Sabara,56112,0.812,3156700,IFMG,256,0.08,None,39,256,-0.013000000000000001,1.137,106647.40,416.59,0.273,None,2006,Alojamento e Alimentação,Restaurantes
3996,32.791,4mg080204,Ituiutaba,56112,0.711,3134202,IFTM,257,0.098,None,38,258,0.254,1.076,114915.60,445.41,0.265,None,2006,Alojamento e Alimentação,Restaurantes
3997,35.411,4mg070913,Tres Coracoes,56112,0.7959999999999999,3169307,IFSUL,282,0.085,None,57,282,0.052000000000000005,1.018,117721.34,417.45,0.255,None,2006,Alojamento e Alimentação,Restaurantes
3998,35.309,4mg010103,Curvelo,56112,0.7120000000000001,3120904,CEFET,287,0.003,None,55,288,0.261,1.819,128191.93,445.11,0.114,None,2006,Alojamento e Alimentação,Restaurantes
3999,32.784,4mg040005,Paracatu,56112,0.747,3147006,IFTM,295,-0.061,None,45,296,0.191,1.496,146108.56,493.61,0.067,None,2006,Alojamento e Alimentação,Restaurantes
4000,31.052,4mg070310,Passos,56112,0.662,3147907,IFSUL,325,0.217,None,64,325,0.335,1.154,140562.91,432.50,0.327,None,2006,Alojamento e Alimentação,Restaurantes
4001,34.58,4mg000212,Sao Joao del Rei,56112,0.703,3162500,IFSudeste,376,0.213,None,97,376,0.25,1.534,154832.73,411.79,0.395,None,2006,Alojamento e Alimentação,Restaurantes
4002,32.216,4mg110209,Manhuacu,56112,0.725,3139409,IFSudeste,384,0.215,None,50,385,0.228,2.035,162376.40,421.76,0.353,None,2006,Alojamento e Alimentação,Restaurantes
4003,33.466,4mg030203,Conselheiro Lafaiete,56112,0.674,3118304,IFMG,395,0.091,None,80,395,0.28800000000000003,1.735,162129.64,410.46,0.263,None,2006,Alojamento e Alimentação,Restaurantes
4004,33.205,4mg080000,Araxa,56112,0.691,3104007,CEFET,429,0.034,None,74,429,0.25,1.229,184540.56,430.16,0.144,None,2006,Alojamento e Alimentação,Restaurantes
4005,33.781,4mg110311,Muriae,56112,0.66,3143906,IFSudeste,430,0.218,None,76,430,0.348,1.617,183372.25,426.45,0.381,None,2006,Alojamento e Alimentação,Restaurantes
4006,34.129,4mg030503,Ouro Preto,56112,0.863,3146107,IFMG,448,0.009,None,85,448,-0.076,1.434,204273.63,455.97,0.19,None,2006,Alojamento e Alimentação,Restaurantes
4007,34.335,4mg000002,Barbacena,56112,0.727,3105608,IFSudeste,456,-0.05,None,96,457,0.221,1.027,189437.42,414.52,0.091,None,2006,Alojamento e Alimentação,Restaurantes
4008,33.054,4mg080306,Patos de Minas,56112,0.613,3148004,IFTM,459,0.162,None,95,461,0.419,1.073,197804.36,429.08,0.306,None,2006,Alojamento e Alimentação,Restaurantes
4009,32.861,4mg070915,Varginha,56112,0.693,3170701,CEFET,508,0.095,None,128,510,0.18899999999999997,0.888,226941.23,444.98,0.234,None,2006,Alojamento e Alimentação,Restaurantes
4010,33.061,4mg090112,Teofilo Otoni,56112,0.677,3168606,IFNMG,525,0.085,None,86,525,0.313,2.114,214264.97,408.12,0.238,None,2006,Alojamento e Alimentação,Restaurantes
4011,33.17,4mg070514,Pouso Alegre,56112,0.6779999999999999,3152501,IFSUL,676,-0.106,None,150,681,0.22699999999999998,1.291,310305.30,455.66,-0.026,None,2006,Alojamento e Alimentação,Restaurantes
4012,34.556,4mg110508,Rio Pomba,56112,0.8320000000000001,3155801,IFSudeste,36,0.029,0.059,15,36,0.011000000000000001,0.842,14431.48,400.87,0.175,0.18,2007,Alojamento e Alimentação,Restaurantes
4013,34.574,4mg100412,Timoteo,56112,0.846,3168705,CEFET,204,-0.113,None,38,204,-0.078,0.424,78669.94,385.64,-0.034,None,2006,Alojamento e Alimentação,Restaurantes
4014,29.921,4mg020000,Almenara,56112,0.8009999999999999,3101706,IFNMG,38,-0.05,0.106,10,38,0.094,0.669,14575.11,383.56,-0.006,0.255,2007,Alojamento e Alimentação,Restaurantes
4015,34.108,4mg070008,Machado,56112,0.7929999999999999,3139003,IFSUL,65,0.048,0.145,22,65,0.08199999999999999,0.539,27521.50,423.41,0.137,0.29,2007,Alojamento e Alimentação,Restaurantes
4016,33.344,4mg030203,Conselheiro Lafaiete,56112,0.6809999999999999,3118304,IFMG,395,0.0,0.091,78,395,0.27899999999999997,1.579,172750.90,437.34,0.066,0.232,2007,Alojamento e Alimentação,Restaurantes
4017,34.23,4mg000212,Sao Joao del Rei,56112,0.6920000000000001,3162500,IFSudeste,404,0.074,0.094,93,405,0.275,1.573,183590.39,453.31,0.186,0.233,2007,Alojamento e Alimentação,Restaurantes
4018,31.34,4mg110209,Manhuacu,56112,0.6779999999999999,3139409,IFSudeste,404,0.052,0.048,55,406,0.302,2.141,186090.75,458.35,0.146,0.165,2007,Alojamento e Alimentação,Restaurantes
4019,33.539,4mg000002,Barbacena,56112,0.7020000000000001,3105608,IFSudeste,471,0.033,-0.02,102,471,0.26899999999999996,1.068,214125.07,454.62,0.13,0.095,2007,Alojamento e Alimentação,Restaurantes
4020,33.843,4mg080000,Araxa,56112,0.7040000000000001,3104007,CEFET,478,0.114,0.119,88,478,0.231,1.275,229207.45,479.51,0.242,0.245,2007,Alojamento e Alimentação,Restaurantes
4021,33.906,4mg110311,Muriae,56112,0.669,3143906,IFSudeste,486,0.13,0.165,90,488,0.331,1.641,221516.66,453.93,0.208,0.311,2007,Alojamento e Alimentação,Restaurantes
4022,33.996,4mg030503,Ouro Preto,56112,0.8690000000000001,3146107,IFMG,500,0.116,0.019,95,500,-0.095,1.467,245040.50,490.08,0.2,0.153,2007,Alojamento e Alimentação,Restaurantes
4023,33.349,4mg080306,Patos de Minas,56112,0.619,3148004,IFTM,506,0.102,0.055,104,507,0.42100000000000004,1.097,237004.36,467.46,0.198,0.155,2007,Alojamento e Alimentação,Restaurantes
4024,33.207,4mg070915,Varginha,56112,0.6629999999999999,3170701,CEFET,559,0.1,0.067,121,560,0.245,0.954,270829.03,483.62,0.193,0.187,2007,Alojamento e Alimentação,Restaurantes
4025,32.22,4mg080204,Ituiutaba,56112,0.72,3134202,IFTM,335,0.304,0.162,39,337,0.237,1.327,175973.79,522.18,0.531,0.327,2007,Alojamento e Alimentação,Restaurantes
4026,32.398,4mg090112,Teofilo Otoni,56112,0.679,3168606,IFNMG,588,0.12,0.073,91,588,0.311,2.063,259023.95,440.52,0.209,0.203,2007,Alojamento e Alimentação,Restaurantes
4027,31.219,4mg030001,Betim,56112,0.882,3106705,IFMG,896,0.176,0.132,125,897,-0.225,0.309,400133.57,446.08,0.237,0.254,2007,Alojamento e Alimentação,Restaurantes
4028,33.512,4mg060103,Divinopolis,56112,0.609,3122306,CEFET,951,0.047,0.102,149,952,0.337,1.286,494191.01,519.11,0.083,0.238,2007,Alojamento e Alimentação,Restaurantes
4029,33.433,4mg070411,Pocos de Caldas,56112,0.6629999999999999,3151800,IFSUL,953,0.137,0.036,177,954,0.281,1.315,480094.48,503.24,0.212,0.139,2007,Alojamento e Alimentação,Restaurantes
4030,33.092,4mg050413,Montes Claros,56112,0.63,3143302,IFNMG,1084,-0.007,0.065,177,1085,0.366,1.169,504641.85,465.11,0.085,0.196,2007,Alojamento e Alimentação,Restaurantes
4031,31.487,4mg100404,Ipatinga,56112,0.795,3131307,IFMG,1321,0.044,0.067,215,1325,0.015,0.91,609856.76,460.27,0.163,0.2,2007,Alojamento e Alimentação,Restaurantes
4032,32.672,4mg080505,Uberaba,56112,0.59,3170107,IFTM,1525,0.069,0.062,217,1525,0.44799999999999995,1.46,898705.06,589.32,0.154,0.177,2007,Alojamento e Alimentação,Restaurantes
4033,32.125,4mg100209,Governador Valadares,56112,0.606,3127701,IFMG,1711,0.006,0.076,269,1714,0.39299999999999996,2.104,794617.00,463.60,0.108,0.205,2007,Alojamento e Alimentação,Restaurantes
4034,31.027,4mg030005,Contagem,56112,0.6970000000000001,3118601,CEFET,2474,0.018,0.093,350,2489,0.08800000000000001,0.763,1218535.73,489.57,0.081,0.213,2007,Alojamento e Alimentação,Restaurantes
4035,30.875,4mg030000,Belo Horizonte,56112,0.797,3106200,IFMG,23637,0.062,None,2677,23730,-0.055,0.935,9072729.34,382.33,0.156,None,2004,Alojamento e Alimentação,Restaurantes
4036,33.254,4mg070514,Pouso Alegre,56112,0.669,3152501,IFSUL,844,0.249,0.059,166,846,0.272,1.558,425865.42,503.39,0.372,0.164,2007,Alojamento e Alimentação,Restaurantes
4037,35.162,4mg070913,Tres Coracoes,56112,0.799,3169307,IFSUL,314,0.113,0.017,58,315,0.044000000000000004,1.102,142924.15,453.73,0.214,0.111,2007,Alojamento e Alimentação,Restaurantes
4038,33.857,4mg040005,Paracatu,56112,0.7859999999999999,3147006,IFTM,301,0.02,0.124,44,301,0.114,1.107,151780.37,504.25,0.039,0.264,2007,Alojamento e Alimentação,Restaurantes
4039,32.094,4mg070310,Passos,56112,0.664,3147907,IFSUL,298,-0.083,0.092,57,298,0.342,1.058,142723.54,478.94,0.015,0.214,2007,Alojamento e Alimentação,Restaurantes
4040,33.893,4mg070809,Muzambinho,56112,0.792,3144102,IFSUL,75,0.25,0.08,19,75,0.1,1.423,31411.17,418.82,0.344,0.242,2007,Alojamento e Alimentação,Restaurantes
4041,33.152,4mg060200,Arcos,56112,0.7929999999999999,3104205,IFMG,79,0.197,0.177,14,79,0.066,0.622,33885.22,428.93,0.396,0.334,2007,Alojamento e Alimentação,Restaurantes
4042,32.86,4mg050611,Salinas,56112,0.794,3157005,IFNMG,86,0.049,0.16,11,86,0.133,1.24,34982.06,406.77,0.153,0.314,2007,Alojamento e Alimentação,Restaurantes
4043,33.62,4mg030016,Ribeirao das Neves,56112,0.836,3154606,IFMG,92,-0.477,0.062,23,92,-0.026000000000000002,0.357,41216.19,448.00,-0.475,0.19,2007,Alojamento e Alimentação,Restaurantes
4044,33.886,4mg060405,Piumhi,56112,0.7609999999999999,3151503,IFMG,114,0.31,0.17,17,114,0.185,1.531,53420.10,468.60,0.418,0.285,2007,Alojamento e Alimentação,Restaurantes
4045,31.278,4mg040002,Joao Pinheiro,56112,0.8009999999999999,3136306,IFTM,144,0.532,0.217,27,144,0.10800000000000001,1.29,64138.93,445.41,0.55,0.352,2007,Alojamento e Alimentação,Restaurantes
4046,34.872,4mg060203,Formiga,56112,0.7240000000000001,3126109,IFMG,149,-0.007,0.031,33,149,0.22899999999999998,0.733,69599.51,467.11,0.09,0.145,2007,Alojamento e Alimentação,Restaurantes
4047,35.253,4mg030019,Santa Luzia,56112,0.892,3157807,IFMG,158,-0.012,0.083,37,158,-0.17800000000000002,0.23,67784.90,429.02,0.026,0.202,2007,Alojamento e Alimentação,Restaurantes
4048,35.384,4mg110129,Santos Dumont,56112,0.762,3160702,IFSudeste,159,0.039,0.067,45,159,0.14800000000000002,1.796,72705.45,457.27,0.153,0.207,2007,Alojamento e Alimentação,Restaurantes
4049,33.906,4mg030208,Ouro Branco,56112,0.946,3145901,IFMG,160,0.584,0.313,37,160,-0.271,0.317,71676.40,447.98,0.755,0.503,2007,Alojamento e Alimentação,Restaurantes
4050,33.328,4mg020302,Diamantina,56112,0.784,3121605,IFNMG,177,0.011,0.094,37,177,0.138,1.546,75699.75,427.68,0.098,0.215,2007,Alojamento e Alimentação,Restaurantes
4051,37.978,4mg110407,Ponte Nova,56112,0.698,3152105,IFMG,179,0.185,0.083,56,179,0.262,0.951,75653.20,422.64,0.279,0.207,2007,Alojamento e Alimentação,Restaurantes
4052,33.568,4mg030501,Itabirito,56112,0.8759999999999999,3131901,IFMG,206,0.346,0.074,36,206,-0.11900000000000001,0.684,93351.21,453.16,0.444,0.181,2007,Alojamento e Alimentação,Restaurantes
4053,33.329,4mg050505,Pirapora,56112,0.799,3151206,IFNMG,210,-0.019,0.047,32,210,0.091,1.48,97157.63,462.66,0.062,0.187,2007,Alojamento e Alimentação,Restaurantes
4054,35.59,4mg080408,Patrocinio,56112,0.7290000000000001,3148103,IFTM,212,-0.159,0.136,40,212,0.23199999999999998,0.996,109820.64,518.02,-0.073,0.307,2007,Alojamento e Alimentação,Restaurantes
4055,35.144,4mg110007,Leopoldina,56112,0.7170000000000001,3138401,CEFET,229,0.579,0.014,45,229,0.217,1.835,99540.09,434.67,0.78,0.152,2007,Alojamento e Alimentação,Restaurantes
4056,32.819,4mg100412,Timoteo,56112,0.841,3168705,CEFET,237,0.162,-0.007,47,237,-0.065,0.491,103621.74,437.22,0.317,0.105,2007,Alojamento e Alimentação,Restaurantes
4057,34.358,4mg010103,Curvelo,56112,0.706,3120904,CEFET,257,-0.105,0.057,43,257,0.27699999999999997,1.321,121573.13,473.05,-0.052,0.183,2007,Alojamento e Alimentação,Restaurantes
4058,34.479,4mg030018,Sabara,56112,0.815,3156700,IFMG,258,0.008,0.052,38,259,-0.009000000000000001,1.023,112711.98,435.18,0.057,0.167,2007,Alojamento e Alimentação,Restaurantes
4059,32.917,4mg110515,Uba,56112,0.705,3169901,IFSudeste,276,0.113,0.104,64,276,0.209,0.962,131382.34,476.02,0.185,0.248,2007,Alojamento e Alimentação,Restaurantes
4060,35.89,4mg030202,Congonhas,56112,0.871,3118007,IFMG,280,0.346,0.138,54,282,-0.09,1.305,130271.38,461.96,0.364,0.301,2007,Alojamento e Alimentação,Restaurantes
4061,32.544,4mg080002,Ibia,56112,0.873,3129509,IFTM,57,0.0,0.233,15,57,-0.05,0.719,24216.41,424.85,0.022,0.391,2007,Alojamento e Alimentação,Restaurantes
